userName,score,at,content
Anisa _,1,10/28/2023 11:48,"Kenapa sih,udah area kota Batam masih saja jaringan Telkomsel merah2 putus patah2 .. sebelum nya tidak ada seperti ini, ini saya rasakan 1 bulan belakangan ini. apa gk bisa diperbaiki mohon untuk ditindaklanjuti, terimakasih"
Anton C. Hermawan,2,10/24/2023 23:22,"Semakin berat digunakan sejak digabung ada menu buat Indihome. Coba buka Jelajah Nusantara malah lemot banget, kita jadi rugi karena ngga bisa absen tiap harinya. Parah...!!"
Darsiyah,1,10/29/2023 13:31,"Telkomsel kenapa si ya, gangguan mulu. Sinyal ilang terus tiba-tiba. Gimana si tolong di perbaiki lah. Mau sampai kapan gini-gini terus. Udah gitu buka aplikasi my telkomsel aja lama."
MDS• Madas99,1,10/26/2023 19:45,"Apa apaan, Masa aktif di my telkomsel sampai 30 nov, Tapi pas cek pulsa by phone status kartu hangus. Gak bisa buat telfon sms dan browsing, padalhal paket data masih banyak"
Riffno Kurniadi,1,10/21/2023 10:21,Update yang menjengkelkan. Tolong jangan memaksa untuk menghubungkan dengan Email pas setiap kali membuka aplikasi!. Bagaimana sih untuk mematikan pilihan ini
Andry Kojongian,1,9/21/2023 16:49,"mati listrik sinyal tulisan 4G tp ga ada panah jaringanny yg naik turun n sdh di restart smpai 3x ttp ga ada jaringan dan sudah telphone operator msh sama aja suruh nyalakan mode pesawat,restart, n hidupkan kembali data selulernya ttp tdk bisa mskipun ada tanda 4Gny, n giliran nyala listrik sinyal normal. KECEWA BERAT mana kuota harganya mahal"
abdult halight,5,10/25/2023 21:22,"Aplikasi mytelkomsel lemot banget, saya rasa grafisnya tinggi, mohon di ringankan agar loading penggunaanya lebih cepat, maaf, terima kasih."
Zack Aria,1,10/27/2023 13:29,"Aplikasi sering bug, sering nyedot pulsa padahal fitur lindungi pulsa sudah di aktifkan, kuota sering eror gak bisa di cek tau2 udah habis aja gk jelas Tsel dari dulu"
Iman Fharez,1,10/25/2023 12:22,"Parah nih Telkomsel, beli paket internet sakti yang ada kuota aplikasi nya buat nonton, tapi setelah buka dan nonton YouTube yang berkurang malah kuota utama bukan kuota aplikasi, padahal syarat dan ketentuan penggunaan kuota harusnya kuota aplikasi dulu yang terpakai, tapi ini malah kuota utama yang terpakai. chat Veronika g jelas ngomong sama AI, DM admin Twitter lama responnya. bintang 1 buatlu Telkomsel. Kasian orang yang nggak tau tentang masalah ini Telkomsel busuk"
Ivan150,1,10/22/2023 14:55,Saya beli paket tp paket ny ga masuk dan pembayaran nya berhasil. Komplen kesana kesini ga bsa teratasi. Iklasin lah. KAPOK PAKE TELKOMSEL
Bobby Victory,4,10/24/2023 22:24,"Paket internet sakti sekarang gak seperti dulu ya, kuota aplikasi berubah jadi kuota nonton, gak biasa mantengin instagram kek dulu lagi masuknya ke kuota lokal 😅 gak seru sih beli paketan internet sakti kuota nontonnya gak kepake karena mesti langganan bulanan di disney+hotstar dan aplikasi serupa🗿"
Al Farid,2,10/28/2023 14:52,"Antar muka tersendat dan tidak dapat beroperasi dengan lancar pada device Android 10, SD845. Rasanya kurang optimal pada pengelolaan cache dan log yang menumpuk sehingga beberapa promosi tidak dapat ditampilkan."
Khalib Wisnu (Alib),1,9/23/2023 19:01,"Aplikasi ini semakin kesini bukannya semakin baik tetapi malah sebaliknya,mulai dari masalah sistemnya yang lemot hingga penawaran paket data yang harganya bisa dibilang gak wajar alias ga ngotak ga seperti tahun² sebelumnya ketika Saya menggunakan app ini di tahun 2021 yang dimana pada saat itu harga paket data nya masih bisa dibilang wajar"
Theresia Tjek,1,9/28/2023 12:05,"Tiap saat harus update. Mending kalau update makin bagus apknya, jaringan stabil dan banyak kuota yg bagus. Ini gak makin lemot jaringannya, kuota mahal, dan apk nya terlalu berat. Kok makin anjlok sih oroforma telkomsel yg skg. 😑😑"
Mujai Alfiandy,1,10/25/2023 22:54,Min tolong di perbaiki lagi kenapa setelah update aplikasi iya malah terhenti trus ga bisa ke buka sama sekali pada saya Uda Langanan banget pake Telkomsel Uda bertahun tahun pake Telkomsel malah terhenti trus semenjak update versi terbaru tolong dengan teliti update iya jangan bikin emosi orang
D D,5,10/9/2023 15:50,Aplikasi semenjak update suka force close / keluar sendiri. Tidak bisa isi pulsa bulan inj. Terima kasih.. Solusinya ad alternate link untuk android versi lama. Sekarang sudah bisa dibuka ( disarankan untuk android 8 ke bawah jangan update karena akan force close kembali)
Reza,2,10/26/2023 8:38,"Setelah update jadi tambah lemot nih...paket internet habis,mau beli paket aja susah amat.... 1. Muat ulang terjadi kesalahan 2. Server tidak merespon"
Faiz Cool,1,10/27/2023 8:51,"App lemot, gak nyaman sama sekali, dah bnyk yang komplain tp kynya developer tutup mata. Lebih berat app ini dr pada game.... wkwkwkwkkwkw"
Dindajesika Din,1,10/21/2023 16:49,"Amit2 Telkomsel udh mahal. Gue berasa di rampok kalo beli paket Telkomsel ni. Org beli pulsa cuma 10rb trus pasang paket yg paling murah 500mb 4ribu tadinya cuma untuk bisa beli paket di kartu satunya skalinya udh aktif pulsanya habis d sedot smua blm lagi kuota yg 500mb gak guna sama sekali gak bisa buka mbangking, sampaaaahh !!!!"
Okcyryawan Dwi Akbar,2,10/26/2023 23:07,"Jadi males pakek ni aplikasi. selain lemot untuk update data kuota gk relefan. Kuota ada 2gb buwat youtube bentar ada sms kiota <200 mb. Dicek aplikasi ada 2gb lbih... Giliran lanjut nonton youtube pulsa kesedot dan di cek #363# kuota nol, cek #888# pulsa nol juga. APES BANGET"
bambang aminarso,1,9/13/2023 10:47,"Setelah update aplikasi malah force close terus tiap mau buka, sudah install ulang aplikasi masih saja force close, update bukannya bagus malah error terus aplikasinya, payah, saya jadi tidak bisa beli paket data!"
pijol pijol,1,10/21/2023 12:38,Aplikasu abal2 force close terus . mana cek kuota di *888# ga bisa. Sisa duit beli paketan kadang kemakan padahal ada kuota data. Gaji gede kerjanya bodoh2hin pelanggan.
Gadis Kecil,5,10/26/2023 22:09,"Alhamdullilah,,udah bisa masuk di my telkom lgi tidak sperti kmarin2 susah masuk mlah kluar mulu karna hp aku cuman OS 7.0😢,, dan akhirnya versi terbaru ini baru bisa buka my telkom ,thankz.🤗😇"
Megumin Explosion,3,10/17/2023 20:15,setiap kali pembaruan pasti delay saat di geser/scroll mending gak usah ada pembaruan makin lelet aja mana fitur yg kalau beli pulsa masa aktifnya nambah berapa hari gak muncul
Yuda Adriansyah,1,10/26/2023 20:39,"ditempat padet jelekk giliran di tempat luas bagus jaringannya, katanya jaringan luas dan terjangkau tapi ga sesuai ekspektasi ahhh,. pembohongan anjir, jaringan naik turun gajelas, hadeh lucu nih kartu mahal doang tapi jaringan murahan"
Muridan Medeng,2,10/22/2023 11:45,Semuanya udah bagus Tapi satu keluhan saya mengapa paket reward tidak digunakan langsung tapi digunakan setelah kuota utama padahal paket reward masa aktifnya 1 hari doang Jadi gak guna kan..
PLASIDA SIMATUPANG,1,10/18/2023 18:37,"Nyesal gua pake apk ini kirain makin bagus tapi makin tidak bagus. Sudah tidak bisa beli kuota data di aplikasi ini ehhh malah kesedot pulsa gw padahal vitur jaga pulsa sudah diaktifkan, memang Telkomsel taunya cuman makan duit org anjin*"
uky BMW,3,10/26/2023 17:56,Makin kesini kok jadi lemot sinyalnya. Paket semakin mahal. Kuota utama dikit kuota youtobe byk banget☹️ tolong diperbaiki lagi org2 ga semua nonton youtobe tiap hari.
Aira Family,5,10/28/2023 8:10,Min... Tampilan yg lama aja.. Yg ini bikin bingung dan lemot... Banyak yg ga penting ditampilkan.. Bikin simple aja yg penting paket jelas dan ga pake ribet2
Ugian Sr,1,10/28/2023 22:07,"Apk gak jelas, masa mau tranfer pulsa ke teman di form transfer pulsa saya di bilang tidak cukup / rp 0, pdahal pulsa saya masih 50rb di branda juga masih ada pulsas aya, dasar anaeh aplikasi ini, bukan nya semakin canggih/maju malah semakin aneh & gila"
Ujang N,3,10/23/2023 20:37,"Gabisa beli paket internet, setiap mau beli selalu muncul notif terdapat maalah pada sistem. Lemot juga, padahal pakai aplikasi lain lancar2 aja"
ZaqqiFadzli ZaqqiFadzli,1,10/26/2023 21:17,Ini Telkomsel kenapa gak bisa di buka padahal udah di instal ulang tetap aja gak bisa di buka tolong di tingkatkan lagi paket elit aplikasi sulit tolong lebih di tingkatkan lagi
PATNO SAKTIO,2,10/26/2023 22:41,"Sebelumnya hp saya tidak mendukung download aplikasinya, nah ini tadi bisa saya download tetapi setelah diinstal aplikasi tidak bisa 'buka' ('aplikasi berhenti terus'), .....?"
Ini Saya,1,10/26/2023 0:35,"Kuota aplikasi ga bisa dipake, jadinya kuota internet utama kesedot terus sampe habis, padahal udah beli paket mahal ehh malah ga bisa digunain, berasa ditipu"
Rafan Lagarutu,1,10/27/2023 22:18,"Habis update ko makin berat dan lemot, tlong di perbaiki lagi dong !!!! Masih enakan yg sebelum di update hhedeuhhhh parah 👎🏻👎🏻"
Iman Muchdin,1,10/22/2023 23:39,Berat banget ini apk. Padahal kuota masih banyak. Jaringan juga full. Terus peningkatan setelah update berpengaruh pada apa? Malah lebih berat.
Iguh Prayogo,3,10/22/2023 10:01,"Fiturnya udah cukup bagus, cuma klo soal tukar point gaada tukar point buat kouta, reward diklaim harus mengikuti stamp harian dan dapet stamp harian harus mengakumulasi pembelian paket minimum supaya dapet tambahan/bonus kouta. Lebih bagusan yang dulu sebelum ini si"
maulana fikri,1,8/15/2023 19:46,"UInya bagus, tapi UXnya nggak. Butuh hp dengan spesifikasi minimal RAM 6GB dan didukung jaringan wifi untuk menikmati tampilan MyTelkomsel yang baru ini. Kalo di bawah itu dan tanpa wifi, lag banget. Banyak fitur tidak penting seperti konten yang pasti interestnya itu dikit tapi anehnya tetap dipertahankan. Sering tiba-tiba log out, dan log in nya susah banget (sering eror ketika log in)"
Qrt2xy tv,1,9/21/2023 7:36,"Tampilan setelah update lumayan rapi tapi loading dibawa memang sangat mengganggu kenapa tidak langsung masuk ke menu utama saja bukannya lebih efisien. Peforma : mengecewakan. Ps: untuk provider tolong kirimkan pemberitahuan yang utama dan penting dahulu baru promo, yang diminta apa yang diberi malah apa. Utamakan kenyamanan pengguna. Tambahan lagi, kalo mengatur penggunaan data itu di prioritaskan pada yang spesifik dulu baru lokal, masa paket nonton selama sebulan masih utuh tapi motong lokal"
Rahma Vita,1,8/20/2023 20:00,"Parah... makin banyak fitur, makin lemot, makin banyak fitur ga bisa dipake. Contoh mau transfer pulsa, input nominal lain ga bisa. Gak usah kebanyakan variasi gpp asal fungsi2 fitur bisa jalan, dan yg penting, ga lemot."
Soe? hôm,1,8/24/2023 21:28,"Sangat tidak di rekomendasikan, mengingat harga kuota yang semakin lama makin terlalu tinggi, ditambah jaringan yang tidak stabil dan ngelag, awal awal sih harga kuota nya relevan, tapi makin kesini ,kayak di cekek, jadi ya terpaksa deh bintang nya saya turunin btw trim, aku mau pindah provider aja deh. By"
Swara Mata,1,8/15/2023 12:28,Aplikasi ruwet. Kebanyakan menu. Ke tambahan indihome juga ngapain coba. Padahal tidak langganan indihome. Lama lama aplikasi ini malah ditinggalkan. Lemooottt Enakan yang dulu simpel. Pilihan menu enak. Ada iklan promo bolehlah yang dulu tapi tidak mengurangi kecepatan lodingnya. Mohon diperbarui lagi. Sekelas Telkomsel jangan menurunkan kualitas layanan
Daiva Sabiya,5,10/22/2023 10:10,"Bagus + ga ngeribetin loh !! Kalau bagi aku sih ga ngerepotin karena apk Telkomsel kalau mau tf bisaa !! , yang bikin seneng tuh kalau isi pulsanya 20 agustus , kartunya hangus 31 desember , kan hangus nya lamaa , jadinya lebih awet kartunya, seneng deh sama apk Telkomsel , sampe apk Telkomsel lite + LinkAja! juga aku download hehe"
Fajar Amry Rosadi,1,10/20/2023 22:12,Paketnya tersedia. Tapi saat di beli gagal. Katanya pulsa gak cukup. Mau heran tapi biasalah telkoncet. Kena PHP awak untuk ke sekian kalinya
Azky Akmal,1,10/19/2023 0:04,"Setelah update kok, gk bisa beli paket internet ya... pembayaran selalu gagal padahal saldo pulsa nya cukup buat beli paket internet yg dipilih"
Budi Mulyawan,2,10/26/2023 9:02,"Maaf saya rubah lagi untuk ratting nya, setelah di update malah tidak bisa di gunakan aplikasi my TELKOMSEL, setiap masuk langsung keluar otomatis"
Rixxy,1,10/26/2023 16:40,"Setelah di update aplikasinya jadi tidak bisa dibuka, tolong lah telkomsel jangan berat-berat, kasian yang hp kentang ini.."
ade gunawan,1,8/4/2023 12:39,Versi sebelumnya udah enak. UI-nya user friendly dan nggak lola pas buka my telkomselnya. Di update ke versi terbaru berasa mau bikin semuanya ada. UI-nya berat gak enak. 3d 3d apaan dah kagak enak. Segala ada video. Terus ada premium pass daily check in segala. Makin makin berat
Juminah Juminah,3,10/28/2023 17:12,Sata tidak bisa membuka aplikasi my telkomsel setelah di update jadi saya tidak bisa mengecek sisa kuota sudah uninstal dan instal ulang tetap tidak bisa buka aplikasinya
Beny Haryanto,5,10/20/2023 22:00,"Update per tgl 20 okt 2023, good , jelas, ringan joss dan top👍🏻 5 bintang Update yg sekarang tidak bagus, huruf nya kecil kecil tidak jelas, sebelumnya sdh bagus sekarang jelek"
Pipit Rahma,1,10/24/2023 15:28,"Nggak bisa dibuka, sudah diinstal ulang, dihapus data dan cache bahkan restart tetap aja nggak bisa dibuka. Menyebalkan."
Marazon Sakti Harahap,1,10/21/2023 6:27,"Rincian/Detil atas Tagihan Bulanan tidak ada lagi di MyIndihome dan tidak ada juga di Mytelkomsel. Sebelumnya bisa melihat detil nya secara lengkap. Sehingga bila ada tagihan membengkak, bisa tahu penyebabnya."
Annisaa,1,8/29/2023 13:11,"Untuk aplikasi android fiturnya gak perlu sekaya itu, toh fungsinya cuma buat beli pulsa & paket data, sisanya bisa diarahkan ke aplikasi webbase. Belum lagi sampai UI nya ganti, gak bikin user friendly banget, sebagai user harus belajar lagi sama aplikasinya. Cuma mytelkomsel aja yg identitas aplikasinya hilang, bentar2 ganti UI. Kedepannya tolong lebih pengertian dengan user yang beragam pengalaman dan umur."
MarveL Christian,1,10/28/2023 16:39,Setiap sisa pulsa buat beli paket data selalu hilang saat data nya sudah habis. Sisa pulsa 5.000 selalu hilang setiap bulan saat membeli paket data. Saya juga tidak pernah mendapatkan promo paket data yang murah. Padahal teman teman saya selalu mendapatkan paket data yang murah. Padahal saya sudah berkali kali isi pulsa dan membeli paket data di telkomsel dan berlangganan tetapi kenapa tidak mendapatkan promo. Tolong diperbaiki aplikasi nya. Masa saya selalu kehilangan pulsa setiap mau beli data
Dio Khalisa,2,10/22/2023 9:29,Makin sini makin lemot susah terhubung alasan muat ulang tidak ada jaringan. Mau ke menu harus nunggu setengah jam loading nya minta ampun. Tolong perbaiki
Ayu Novita R,2,10/27/2023 20:36,"sebelum di update udh sering elus dada karna tbtb keluar terus, susah untuk di akses. sekarang habis di update malah gabisa dibuka sama sekali huhu.. sedih sekali telkomsel 😭"
Mars Anto,1,10/6/2023 12:42,"Telkomsel tdk transparan dalam melakukan poin undian. Pengumuman pemenang hanya disebutkan nomor dan kota, bahkan tiga nomor terakhir pemenang tidak disebutkan. Ini bisa saja hanya rekayasa telkomsel untuk menarik pelangganya, karen kalau memang telkomsel benar-benar melakukan poin undian harusnya ada live video undianya, dan pemenangnya diumumkan dgn jelas nama, nomer hp, dan alamat."
Eka Nurhidayanto,1,10/18/2023 20:52,"Buset..., ini Telkomsel kalo malem sinyalnya ampas banget, buat nonton video loading mulu, kalo buat nge-game apalagi, hadeh.."
Siti Mahsum,1,10/24/2023 9:50,Semenjak Mytelkomsel di update. Aplikasi nya berat banget. Gak kayak sebelumnya... Update an yang ini bukan malah bagus. Malah jelek.
Hasan Mulyana,1,10/29/2023 16:33,"Kenapa harga paket kartu saya pada mahal-mahal, itu membuat saya ingin ganti kartu ke AXIS/IM3 karna mereka menyediakan promo yg pada murah/terjangkau... Sekiranya tolonglah untuk pihak telkomsel berikan promo yg lebih murah biar saya terus menggunakan kartu telkomsel untuk aktifasi paket kuota internet."
handi halim,1,10/6/2023 15:29,"Kenapa setiapkali hari akhir mau beli paket. Selalu dipersulit dan Kode MMI 363 /567 tidak valid. & anehnya aplikasi sulit diakses atau mendadak lemot, kalau pun muncul yg tersaji selalu paket VVIP semua, paket normal hilang. Sehabis beli dikonter, jadi lancar dan banyak promo murah bertebaran bikin sakit hati pingin beli lagi."
tugas negara,1,10/14/2023 14:37,"Saya bingung mau komplen kmn....jadi gini padahal data saya masih banyak, tapi ketika sedang buka fb terus pinda ke link tautan pasti muncul pilihan pinjaman...nah beberapa kali saya kepencet tuh..langsung deh auto pinjem paket darurat...padahal gua gak butuh...kan bangke......!!!!!"
mega yogaswara,1,10/26/2023 22:41,"Saya coba menelepon call center Telkomsel dengan maksud mau menanyakan perihal keluhan istri saya yg nomornya tiba2 jadi hangus padahal masa aktifnya masih lama bahkan pulsanya pun masih ada. Tapi tiap mau ngomong sama operator selalu gagal dengan alasan operator sedang sibuk, sedangkan pulsa saya tetap dipotong. Not fair dong, ngomong sama operatornya gak bisa, pulsa tetap dipotong!"
Tri nanda Pebriana1201,5,10/1/2023 12:48,"Kenapa sekarang tidak bisa buka aplikasi setiap buka langsung pindah ke layar utama,apa sedang ada perbaikan?, padahal jika ingin membeli paket data mudah di aplikasinya dan bayak promonya😊."
Noe,1,10/11/2023 7:34,Buruk. Setelah diperbaharui malah muncul keterangan aplikasi tidak kompatibel. gk bisa diakses sama sekali. Baru sj mau log in tiba2 sudah log out saja belum sempat loading. Jelek
uzy badillah,1,10/3/2023 10:20,"tolong di perbaiki lagi layanan aplikasinya,setelah di update malah tambah berat aplikasinya,sering keluar total.masuk lagi keluar lagi dan begitu seterusnya.tambah hari tambah berat aplikasiNya...tolong di perbaiki lagi,biar pelanggan lain nyaman menggunakan aplikasi ini."
Faiz Nazwa Nur Azizah,1,10/13/2023 6:52,"Setelah update, susah sekali dibuka. Aplikasinya jadi berat banget dan lamaaa loadingnya. Setelah beli paketan, harus beberapa kali refresh halaman, lalu baru masuk paketannya 😔"
Wafa Armidani K,1,10/25/2023 12:06,"Ini klo bisa ngasih bintang 0/5 sih udh ku kasih segitu. Harga paket makin lama makin mahal, kalo mau nge jajah gosah gitu caranya. Mending klo jaringan yang didapat sebanding sama harga paket nya, lah ini wkwkwk. Mati lampu gak ada jaringan, hujan dikit gak ada jaringan. Bahkan lagi panas-panas nya aja cuaca juga jaringan lag. Ada harga ada kualitas lah, jangan cuman paket doang di mahalin kualitas jaringan cem asw. Padahal telkomsel didaerah aku tuh bagus. Minus / 5 sih rate nya. Najis."
